Dependent	HypothesisType	Source	DF	SS	MS	FValue	ProbF
fac1	1	prompt	2	97298.18180	48649.09090	1063.86	<.0001
fac1	3	prompt	2	97298.18180	48649.09090	1063.86	<.0001
