_NAME_	COMMUNAL
v000070	0
v000187	0
v000223	0
v000224	0
v000225	0
v000201	0.510144948
v000012	0.5137482747
v000342	0.5206333974
v000011	0.5294825748
v000322	0.5301266902
v000197	0.5360591012
v000091	0.538778343
v000078	0.5416681876
v000332	0.5461440378
v000321	0.5537008492
v000317	0.55415471
v000238	0.5565421002
v000349	0.557289552
v000275	0.5627560767
v000172	0.5651612754
v000118	0.5700364463
v000221	0.5724627614
v000344	0.5768889803
v000110	0.5778572946
v000213	0.5793324692
v000127	0.5909371116
v000074	0.59261859
v000267	0.5933606685
v000092	0.5976793987
v000334	0.600620985
v000198	0.603578005
v000165	0.6044352243
v000274	0.6102277209
v000170	0.6125697394
v000056	0.6126736991
v000183	0.6127486655
v000230	0.6149459267
v000268	0.6149762906
v000302	0.61676009
v000253	0.619355327
v000077	0.621553568
v000251	0.6247186445
v000218	0.6260433328
v000184	0.6278888265
v000159	0.6281526206
v000192	0.629435257
v000024	0.629507676
v000040	0.6304327435
v000203	0.6318811646
v000176	0.6337338054
v000073	0.6347906372
v000312	0.6368096029
v000180	0.638955669
v000326	0.6412638685
v000256	0.6414234351
v000035	0.6431577672
v000355	0.6436211844
v000125	0.6437451263
v000294	0.6450570569
v000307	0.6453756254
v000280	0.6463681643
v000235	0.6495984658
v000303	0.6513966017
v000315	0.6524259498
v000174	0.654417432
v000200	0.6558804387
v000032	0.656006073
v000027	0.6573565339
v000262	0.6593195307
v000080	0.6621197703
v000295	0.6645811753
v000324	0.665790973
v000241	0.6658753004
v000208	0.6681565795
v000161	0.6703819091
v000094	0.6748379861
v000016	0.6799854735
v000333	0.6801958849
v000325	0.6822643552
v000323	0.6832680256
v000288	0.6865310524
v000171	0.6885421747
v000114	0.6947151527
v000247	0.6965052884
v000316	0.6975093813
v000089	0.6980879072
v000360	0.701303477
v000096	0.701961631
v000226	0.7022570889
v000249	0.7061173585
v000135	0.7064063927
v000346	0.7098556073
v000300	0.7113834091
v000162	0.7133714143
v000058	0.7146007877
v000212	0.7155751847
v000142	0.7163642486
v000339	0.717551125
v000269	0.7176030756
v000031	0.7178687557
v000018	0.7183214214
v000282	0.719479393
v000357	0.7208908225
v000195	0.7246924498
v000356	0.7254034935
v000116	0.733945448
v000350	0.7351716216
v000216	0.73831604
v000154	0.7410733459
v000132	0.7425879372
v000068	0.7459076244
v000124	0.7461632438
v000149	0.7462591061
v000291	0.7479906836
v000133	0.7495399376
v000359	0.7499958001
v000043	0.7536389022
