_NAME_	COMMUNAL
v000026	0
v000070	0
v000031	0.4926413147
v000028	0.5267210918
v000007	0.5285854001
v000092	0.5407195287
v000130	0.5419546693
v000083	0.5420250428
v000114	0.5555700229
v000089	0.5714736036
v000123	0.5780492664
v000134	0.5811566808
v000061	0.5867853055
v000095	0.608532281
v000125	0.6194220464
v000008	0.6216219605
v000048	0.6254240753
v000111	0.6279468283
v000137	0.6342553345
v000071	0.6350784834
v000065	0.6390348678
v000054	0.6403262121
v000063	0.6438194857
v000030	0.6440550072
v000017	0.646424497
v000035	0.6498735481
v000011	0.6522416226
v000120	0.6541678168
v000104	0.65630932
v000140	0.6591662731
v000098	0.6625990632
v000117	0.6679589127
v000059	0.6776774286
v000068	0.6781201491
v000022	0.6877528991
v000132	0.6898075405
v000096	0.6904730528
v000055	0.6971380948
v000075	0.6984569958
v000012	0.7013508488
v000036	0.7021339765
v000110	0.7041290445
v000097	0.70588311
v000108	0.7097179168
v000062	0.7165567619
v000085	0.7182597244
v000080	0.7224773744
v000102	0.7239413418
v000113	0.7264987994
v000121	0.7278038004
v000082	0.7292722101
v000139	0.7337553229
v000115	0.7338449593
v000133	0.741747451
v000051	0.7446030687
v000034	0.7450155538
v000116	0.7475318243
v000066	0.7677247667
v000079	0.7703366957
v000124	0.7714928848
v000138	0.7746281313
v000076	0.7754850097
v000003	0.7764290196
v000020	0.7766219862
v000004	0.7775258432
v000093	0.7793486728
v000090	0.7914471946
v000060	0.7922264163
v000072	0.8022816444
v000052	0.8089633441
v000100	0.8116357058
v000105	0.8120854176
v000037	0.8184013286
v000069	0.8192665392
v000058	0.822774421
v000112	0.8247945918
v000014	0.8275066051
v000019	0.8338781507
v000056	0.835002486
v000018	0.8398073413
v000015	0.8494138619
v000038	0.8559971524
v000005	0.8588945347
v000046	0.8699636107
v000078	0.8751949233
v000129	0.8780965733
v000047	0.8808815569
v000021	0.8997175857
v000043	0.9093146215
v000040	0.9169770968
v000032	0.9178417306
v000099	0.9278256819
v000107	0.9350757913
v000013	0.9360077413
v000027	0.9559930579
v000128	0.9646041392
v000091	0.9659427184
v000118	0.9740692616
v000010	0.9763197264
v000119	0.9813218097
v000101	0.9829765047
v000009	0.9927318805
v000087	1.0088393371
v000042	1.0326323254
v000002	1.0382435651
v000045	1.0724780183
v000023	1.0927934395
v000016	1.0972989231
v000039	1.1138056733
v000103	1.1372069135
v000057	1.1498483291
v000077	1.1583274434
v000049	1.1596829348
v000001	1.1880698873
v000126	1.1981570282
v000136	1.2179874326
v000088	1.2521803161
v000073	1.2672139213
v000033	1.2851556977
v000006	1.2989943961
v000094	1.3116391954
v000127	1.3240736774
v000122	1.3646943076
v000044	1.3668082823
v000025	1.3920082684
v000067	1.3971377719
v000081	1.4021734771
v000024	1.4486789359
v000074	1.4785010226
v000053	1.5280876859
v000086	1.5525620179
v000041	1.5647711793
v000050	1.5664276433
v000064	1.6084291948
v000084	1.7681633371
v000131	1.7942877092
v000135	1.8190216103
v000029	1.8290568091
v000109	1.8788593949
v000106	1.9484988677
